"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ZAF","TEACHER","SRY_LT30","PC","A","2016",,"M"
"ZAF","TEACHER","TRY_50_OVER","PC","A","2005",,"M"
"ZAF","TEACHER","TRY_50_OVER","PC","A","2010",,"M"
"ZAF","TEACHER","TRY_50_OVER","PC","A","2011",,"M"
"ZAF","TEACHER","TRY_50_OVER","PC","A","2012",,"M"
"ZAF","TEACHER","TRY_50_OVER","PC","A","2013",,"M"
"ZAF","TEACHER","TRY_50_OVER","PC","A","2014",,"M"
"ZAF","TEACHER","TRY_50_OVER","PC","A","2015",,"M"
"ZAF","TEACHER","TRY_50_OVER","PC","A","2016",,"M"
"ZAF","TEACHER","TRY_LT30","PC","A","2005",,"M"
"ZAF","TEACHER","TRY_LT30","PC","A","2010",,"M"
"ZAF","TEACHER","TRY_LT30","PC","A","2011",,"M"
"ZAF","TEACHER","TRY_LT30","PC","A","2012",,"M"
"ZAF","TEACHER","TRY_LT30","PC","A","2013",,"M"
"ZAF","TEACHER","TRY_LT30","PC","A","2014",,"M"
"ZAF","TEACHER","TRY_LT30","PC","A","2015",,"M"
"ZAF","TEACHER","TRY_LT30","PC","A","2016",,"M"
"AUS","TEACHER","PRY_30_39","PC","A","2005",,"M"
"AUS","TEACHER","PRY_30_39","PC","A","2010",,"M"
"AUS","TEACHER","PRY_30_39","PC","A","2011",,"M"
"AUS","TEACHER","PRY_30_39","PC","A","2012",,"M"
"AUS","TEACHER","PRY_30_39","PC","A","2013",,"M"
"AUS","TEACHER","PRY_30_39","PC","A","2014",,"M"
"AUS","TEACHER","PRY_30_39","PC","A","2015",,"M"
"AUS","TEACHER","PRY_30_39","PC","A","2016",,"M"
"AUS","TEACHER","PRY_30_39","PC","A","2017",,"M"
"AUS","TEACHER","PRY_40_49","PC","A","2005",,"M"
"AUS","TEACHER","PRY_40_49","PC","A","2010",,"M"
"AUS","TEACHER","PRY_40_49","PC","A","2011",,"M"
"AUS","TEACHER","PRY_40_49","PC","A","2012",,"M"
"AUS","TEACHER","PRY_40_49","PC","A","2013",,"M"
"AUS","TEACHER","PRY_40_49","PC","A","2014",,"M"
"AUS","TEACHER","PRY_40_49","PC","A","2015",,"M"
"AUS","TEACHER","PRY_40_49","PC","A","2016",,"M"
"AUS","TEACHER","PRY_40_49","PC","A","2017",,"M"
"AUS","TEACHER","SRY_30_39","PC","A","2005",,"M"
"AUS","TEACHER","SRY_30_39","PC","A","2010",,"M"
"AUS","TEACHER","SRY_30_39","PC","A","2011",,"M"
"AUS","TEACHER","SRY_30_39","PC","A","2012",,"M"
"AUS","TEACHER","SRY_30_39","PC","A","2013",,"M"
"AUS","TEACHER","SRY_30_39","PC","A","2014",,"M"
"AUS","TEACHER","SRY_30_39","PC","A","2015",,"M"
"AUS","TEACHER","SRY_30_39","PC","A","2016",,"M"
"AUS","TEACHER","SRY_30_39","PC","A","2017",,"M"
"AUT","TEACHER","PRY_30_39","PC","A","2005",,"M"
"AUT","TEACHER","PRY_30_39","PC","A","2010",20.775,
"AUT","TEACHER","PRY_30_39","PC","A","2011",20.537,
"AUT","TEACHER","PRY_30_39","PC","A","2012",20.853,
"AUT","TEACHER","PRY_30_39","PC","A","2013",20.376,
"AUT","TEACHER","PRY_30_39","PC","A","2014",19.973,
"AUT","TEACHER","PRY_30_39","PC","A","2015",18.869,
"AUT","TEACHER","PRY_30_39","PC","A","2016",17.89,
"AUT","TEACHER","PRY_30_39","PC","A","2017",17.726,
"AUT","TEACHER","PRY_40_49","PC","A","2005",,"M"
"AUT","TEACHER","PRY_40_49","PC","A","2010",32.767,
"AUT","TEACHER","PRY_40_49","PC","A","2011",32.098,
"AUT","TEACHER","PRY_40_49","PC","A","2012",31.236,
"AUT","TEACHER","PRY_40_49","PC","A","2013",30.728,
"AUT","TEACHER","PRY_40_49","PC","A","2014",30.227,
"AUT","TEACHER","PRY_40_49","PC","A","2015",29.68,
"AUT","TEACHER","PRY_40_49","PC","A","2016",28.83,
"AUT","TEACHER","PRY_40_49","PC","A","2017",28.219,
"AUT","TEACHER","SRY_30_39","PC","A","2005",,"M"
"AUT","TEACHER","SRY_30_39","PC","A","2010",17.541,
"AUT","TEACHER","SRY_30_39","PC","A","2011",17.58,
"AUT","TEACHER","SRY_30_39","PC","A","2012",17.809,
"AUT","TEACHER","SRY_30_39","PC","A","2013",18.045,
"AUT","TEACHER","SRY_30_39","PC","A","2014",18.375,
"AUT","TEACHER","SRY_30_39","PC","A","2015",18.313,
"AUT","TEACHER","SRY_30_39","PC","A","2016",17.898,
"AUT","TEACHER","SRY_30_39","PC","A","2017",17.935,
"BEL","TEACHER","PRY_30_39","PC","A","2005",26.897,
"BEL","TEACHER","PRY_30_39","PC","A","2010",29.193,
"BEL","TEACHER","PRY_30_39","PC","A","2011",29.343,
"BEL","TEACHER","PRY_30_39","PC","A","2012",29.766,
"BEL","TEACHER","PRY_30_39","PC","A","2013",30.465,
"BEL","TEACHER","PRY_30_39","PC","A","2014",31.006,
"BEL","TEACHER","PRY_30_39","PC","A","2015",31.202,
"BEL","TEACHER","PRY_30_39","PC","A","2016",31.25,
"BEL","TEACHER","PRY_30_39","PC","A","2017",30.992,
"BEL","TEACHER","PRY_40_49","PC","A","2005",29.76,
"BEL","TEACHER","PRY_40_49","PC","A","2010",26.203,
"BEL","TEACHER","PRY_40_49","PC","A","2011",25.692,
"BEL","TEACHER","PRY_40_49","PC","A","2012",25.17,
"BEL","TEACHER","PRY_40_49","PC","A","2013",25.122,
"BEL","TEACHER","PRY_40_49","PC","A","2014",24.165,
"BEL","TEACHER","PRY_40_49","PC","A","2015",23.862,
"BEL","TEACHER","PRY_40_49","PC","A","2016",24.433,
"BEL","TEACHER","PRY_40_49","PC","A","2017",24.193,
"BEL","TEACHER","SRY_30_39","PC","A","2005",22.672,
"BEL","TEACHER","SRY_30_39","PC","A","2010",24.815,
"BEL","TEACHER","SRY_30_39","PC","A","2011",25.696,
"BEL","TEACHER","SRY_30_39","PC","A","2012",26.338,
"BEL","TEACHER","SRY_30_39","PC","A","2013",27.522,
"BEL","TEACHER","SRY_30_39","PC","A","2014",28.081,
"BEL","TEACHER","SRY_30_39","PC","A","2015",28.492,
"BEL","TEACHER","SRY_30_39","PC","A","2016",28.996,
"BEL","TEACHER","SRY_30_39","PC","A","2017",29.318,
"CAN","TEACHER","PRY_30_39","PC","A","2005",31.738,
"CAN","TEACHER","PRY_30_39","PC","A","2010",31.738,
"CAN","TEACHER","PRY_30_39","PC","A","2011",31.906,
"CAN","TEACHER","PRY_30_39","PC","A","2012",31.869,
"CAN","TEACHER","PRY_30_39","PC","A","2013",31.844,
"CAN","TEACHER","PRY_30_39","PC","A","2014",31.628,
"CAN","TEACHER","PRY_30_39","PC","A","2015",31.141,
"CAN","TEACHER","PRY_30_39","PC","A","2016",30.622,
"CAN","TEACHER","PRY_30_39","PC","A","2017",29.939,
"CAN","TEACHER","PRY_40_49","PC","A","2005",27.975,
"CAN","TEACHER","PRY_40_49","PC","A","2010",27.975,
"CAN","TEACHER","PRY_40_49","PC","A","2011",28.602,
"CAN","TEACHER","PRY_40_49","PC","A","2012",29.49,
"CAN","TEACHER","PRY_40_49","PC","A","2013",30.227,
"CAN","TEACHER","PRY_40_49","PC","A","2014",30.879,
"CAN","TEACHER","PRY_40_49","PC","A","2015",31.36,
"CAN","TEACHER","PRY_40_49","PC","A","2016",32.108,
"CAN","TEACHER","PRY_40_49","PC","A","2017",32.779,
"CZE","TEACHER","PRY_30_39","PC","A","2005",,"M"
"CZE","TEACHER","PRY_30_39","PC","A","2010",19.887,
"CZE","TEACHER","PRY_30_39","PC","A","2011",22.256,
"CZE","TEACHER","PRY_30_39","PC","A","2012",22.233,
"CZE","TEACHER","PRY_30_39","PC","A","2013",22.212,
"CZE","TEACHER","PRY_30_39","PC","A","2014",22.399,
"CZE","TEACHER","PRY_30_39","PC","A","2015",19.898,
"CZE","TEACHER","PRY_30_39","PC","A","2016",18.801,
"CZE","TEACHER","PRY_30_39","PC","A","2017",17.404,
"CZE","TEACHER","PRY_40_49","PC","A","2005",,"M"
"CZE","TEACHER","PRY_40_49","PC","A","2010",38.747,
"CZE","TEACHER","PRY_40_49","PC","A","2011",40.986,
"CZE","TEACHER","PRY_40_49","PC","A","2012",37.805,
"CZE","TEACHER","PRY_40_49","PC","A","2013",37.8,
"CZE","TEACHER","PRY_40_49","PC","A","2014",34.131,
"CZE","TEACHER","PRY_40_49","PC","A","2015",33.335,
"CZE","TEACHER","PRY_40_49","PC","A","2016",32.542,
"CZE","TEACHER","PRY_40_49","PC","A","2017",32.153,
"CZE","TEACHER","SRY_30_39","PC","A","2005",,"M"
"CZE","TEACHER","SRY_30_39","PC","A","2010",21.037,
"CZE","TEACHER","SRY_30_39","PC","A","2011",22.463,
"CZE","TEACHER","SRY_30_39","PC","A","2012",23.39,
"CZE","TEACHER","SRY_30_39","PC","A","2013",22.795,
"CZE","TEACHER","SRY_30_39","PC","A","2014",24.071,
"CZE","TEACHER","SRY_30_39","PC","A","2015",22.526,
"CZE","TEACHER","SRY_30_39","PC","A","2016",21.623,
"CZE","TEACHER","SRY_30_39","PC","A","2017",20.141,
"DNK","TEACHER","PRY_30_39","PC","A","2014",27.852,
"DNK","TEACHER","PRY_30_39","PC","A","2015",,"M"
"DNK","TEACHER","PRY_30_39","PC","A","2016",,"M"
"DNK","TEACHER","PRY_40_49","PC","A","2014",27.147,
"DNK","TEACHER","PRY_40_49","PC","A","2015",,"M"
"DNK","TEACHER","PRY_40_49","PC","A","2016",,"M"
"DNK","TEACHER","SRY_30_39","PC","A","2005",,"M"
"DNK","TEACHER","SRY_30_39","PC","A","2010",,"M"
"DNK","TEACHER","SRY_30_39","PC","A","2011",,"M"
"DNK","TEACHER","SRY_30_39","PC","A","2012",,"M"
"DNK","TEACHER","SRY_30_39","PC","A","2013",,"M"
"DNK","TEACHER","SRY_30_39","PC","A","2014",27.517,
"DNK","TEACHER","SRY_30_39","PC","A","2015",,"M"
"DNK","TEACHER","SRY_30_39","PC","A","2016",,"M"
"DNK","TEACHER","SRY_30_39","PC","A","2017",,"M"
"FIN","TEACHER","PRY_30_39","PC","A","2005",31.867,
"FIN","TEACHER","PRY_30_39","PC","A","2010",29.924,
"FIN","TEACHER","PRY_30_39","PC","A","2011",29.722,
"FIN","TEACHER","PRY_30_39","PC","A","2012",29.853,
"FIN","TEACHER","PRY_30_39","PC","A","2013",29.153,
"FIN","TEACHER","PRY_30_39","PC","A","2014",29.221,
"FIN","TEACHER","PRY_30_39","PC","A","2015",28.853,
"FIN","TEACHER","PRY_30_39","PC","A","2016",28.575,
"FIN","TEACHER","PRY_30_39","PC","A","2017",27.335,
"FIN","TEACHER","PRY_40_49","PC","A","2005",29.69,
"FIN","TEACHER","PRY_40_49","PC","A","2010",31.493,
"FIN","TEACHER","PRY_40_49","PC","A","2011",32.044,
"FIN","TEACHER","PRY_40_49","PC","A","2012",32.532,
"FIN","TEACHER","PRY_40_49","PC","A","2013",32.043,
"FIN","TEACHER","PRY_40_49","PC","A","2014",31.681,
"FIN","TEACHER","PRY_40_49","PC","A","2015",31.774,
"FIN","TEACHER","PRY_40_49","PC","A","2016",31.994,
"FIN","TEACHER","PRY_40_49","PC","A","2017",32.456,
"FIN","TEACHER","SRY_30_39","PC","A","2005",25.385,
"FIN","TEACHER","SRY_30_39","PC","A","2010",25.255,
"FIN","TEACHER","SRY_30_39","PC","A","2011",25.285,
"FIN","TEACHER","SRY_30_39","PC","A","2012",25.315,
"FIN","TEACHER","SRY_30_39","PC","A","2013",25.433,
"FIN","TEACHER","SRY_30_39","PC","A","2014",25.135,
"FIN","TEACHER","SRY_30_39","PC","A","2015",24.466,
"FIN","TEACHER","SRY_30_39","PC","A","2016",23.607,
"FIN","TEACHER","SRY_30_39","PC","A","2017",23.247,
"FRA","TEACHER","PRY_30_39","PC","A","2005",29.698,
"FRA","TEACHER","PRY_30_39","PC","A","2010",35.655,
"FRA","TEACHER","PRY_30_39","PC","A","2011",36.255,
"FRA","TEACHER","PRY_30_39","PC","A","2012",36.918,
"FRA","TEACHER","PRY_30_39","PC","A","2013",35.583,
"FRA","TEACHER","PRY_30_39","PC","A","2014",34.459,
"FRA","TEACHER","PRY_30_39","PC","A","2015",32.826,
"FRA","TEACHER","PRY_30_39","PC","A","2016",33.946,
"FRA","TEACHER","PRY_30_39","PC","A","2017",32.52,
"FRA","TEACHER","PRY_40_49","PC","A","2005",31.873,
"FRA","TEACHER","PRY_40_49","PC","A","2010",29.072,
"FRA","TEACHER","PRY_40_49","PC","A","2011",29.774,
"FRA","TEACHER","PRY_40_49","PC","A","2012",29.654,
"FRA","TEACHER","PRY_40_49","PC","A","2013",31.617,
"FRA","TEACHER","PRY_40_49","PC","A","2014",32.76,
"FRA","TEACHER","PRY_40_49","PC","A","2015",33.377,
"FRA","TEACHER","PRY_40_49","PC","A","2016",32.614,
"FRA","TEACHER","PRY_40_49","PC","A","2017",33.822,
"FRA","TEACHER","SRY_30_39","PC","A","2005",29.029,
"FRA","TEACHER","SRY_30_39","PC","A","2010",30.506,
"FRA","TEACHER","SRY_30_39","PC","A","2011",30.188,
"FRA","TEACHER","SRY_30_39","PC","A","2012",28.861,
"FRA","TEACHER","SRY_30_39","PC","A","2013",27.747,
"FRA","TEACHER","SRY_30_39","PC","A","2014",27.27,
"FRA","TEACHER","SRY_30_39","PC","A","2015",26.498,
"FRA","TEACHER","SRY_30_39","PC","A","2016",25.923,
"FRA","TEACHER","SRY_30_39","PC","A","2017",25.011,
"DEU","TEACHER","PRY_30_39","PC","A","2005",21.359,
"DEU","TEACHER","PRY_30_39","PC","A","2010",21.676,
"DEU","TEACHER","PRY_30_39","PC","A","2011",21.532,
"DEU","TEACHER","PRY_30_39","PC","A","2012",21.655,
"DEU","TEACHER","PRY_30_39","PC","A","2013",22.08,
"DEU","TEACHER","PRY_30_39","PC","A","2014",23.151,
"DEU","TEACHER","PRY_30_39","PC","A","2015",23.694,
"DEU","TEACHER","PRY_30_39","PC","A","2016",24.376,
"DEU","TEACHER","PRY_30_39","PC","A","2017",24.953,
"DEU","TEACHER","PRY_40_49","PC","A","2005",22.324,
"DEU","TEACHER","PRY_40_49","PC","A","2010",23.462,
"DEU","TEACHER","PRY_40_49","PC","A","2011",24.095,
"DEU","TEACHER","PRY_40_49","PC","A","2012",25.009,
"DEU","TEACHER","PRY_40_49","PC","A","2013",25.834,
"DEU","TEACHER","PRY_40_49","PC","A","2014",26.416,
"DEU","TEACHER","PRY_40_49","PC","A","2015",27.347,
"DEU","TEACHER","PRY_40_49","PC","A","2016",28.302,
"DEU","TEACHER","PRY_40_49","PC","A","2017",28.567,
"DEU","TEACHER","SRY_30_39","PC","A","2005",18.095,
"DEU","TEACHER","SRY_30_39","PC","A","2010",18.305,
"DEU","TEACHER","SRY_30_39","PC","A","2011",18.718,
"DEU","TEACHER","SRY_30_39","PC","A","2012",19.179,
"DEU","TEACHER","SRY_30_39","PC","A","2013",20.066,
"DEU","TEACHER","SRY_30_39","PC","A","2014",20.99,
"DEU","TEACHER","SRY_30_39","PC","A","2015",22.132,
"DEU","TEACHER","SRY_30_39","PC","A","2016",23.464,
"DEU","TEACHER","SRY_30_39","PC","A","2017",24.798,
"GRC","TEACHER","PRY_30_39","PC","A","2005",40.744,
"GRC","TEACHER","PRY_30_39","PC","A","2010",,"M"
"GRC","TEACHER","PRY_30_39","PC","A","2011",,"M"
"GRC","TEACHER","PRY_30_39","PC","A","2012",37.258,
"GRC","TEACHER","PRY_30_39","PC","A","2013",24.59,
"GRC","TEACHER","PRY_30_39","PC","A","2014",21.462,
"GRC","TEACHER","PRY_30_39","PC","A","2015",21.84,
"GRC","TEACHER","PRY_30_39","PC","A","2016",22.303,
"GRC","TEACHER","PRY_30_39","PC","A","2017",22.957,
"GRC","TEACHER","PRY_40_49","PC","A","2005",32.492,
"GRC","TEACHER","PRY_40_49","PC","A","2010",,"M"
"GRC","TEACHER","PRY_40_49","PC","A","2011",,"M"
"GRC","TEACHER","PRY_40_49","PC","A","2012",49.225,
"GRC","TEACHER","PRY_40_49","PC","A","2013",26.899,
"GRC","TEACHER","PRY_40_49","PC","A","2014",47.891,
"GRC","TEACHER","PRY_40_49","PC","A","2015",39.462,
"GRC","TEACHER","PRY_40_49","PC","A","2016",31.935,
"GRC","TEACHER","PRY_40_49","PC","A","2017",26.596,
"GRC","TEACHER","SRY_30_39","PC","A","2005",24.157,
"GRC","TEACHER","SRY_30_39","PC","A","2010",,"M"
"GRC","TEACHER","SRY_30_39","PC","A","2011",,"M"
"GRC","TEACHER","SRY_30_39","PC","A","2012",,"M"
"GRC","TEACHER","SRY_30_39","PC","A","2013",18.696,
"GRC","TEACHER","SRY_30_39","PC","A","2014",16.874,
"GRC","TEACHER","SRY_30_39","PC","A","2015",14.808,
"GRC","TEACHER","SRY_30_39","PC","A","2016",14.377,
"GRC","TEACHER","SRY_30_39","PC","A","2017",12.213,
"HUN","TEACHER","PRY_30_39","PC","A","2005",30.929,
"HUN","TEACHER","PRY_30_39","PC","A","2010",25.009,
"HUN","TEACHER","PRY_30_39","PC","A","2011",23.927,
"HUN","TEACHER","PRY_30_39","PC","A","2012",23.168,
"HUN","TEACHER","PRY_30_39","PC","A","2013",22.51,
"HUN","TEACHER","PRY_30_39","PC","A","2014",22.303,
"HUN","TEACHER","PRY_30_39","PC","A","2015",21.627,
"HUN","TEACHER","PRY_30_39","PC","A","2016",21.113,
"HUN","TEACHER","PRY_30_39","PC","A","2017",20.449,
"HUN","TEACHER","PRY_40_49","PC","A","2005",36.523,
"HUN","TEACHER","PRY_40_49","PC","A","2010",38.765,
"HUN","TEACHER","PRY_40_49","PC","A","2011",37.648,
"HUN","TEACHER","PRY_40_49","PC","A","2012",36.847,
"HUN","TEACHER","PRY_40_49","PC","A","2013",36.296,
"HUN","TEACHER","PRY_40_49","PC","A","2014",34.819,
"HUN","TEACHER","PRY_40_49","PC","A","2015",33.412,
"HUN","TEACHER","PRY_40_49","PC","A","2016",32.603,
"HUN","TEACHER","PRY_40_49","PC","A","2017",31.694,
"HUN","TEACHER","SRY_30_39","PC","A","2005",26.467,
"HUN","TEACHER","SRY_30_39","PC","A","2010",28.156,
"HUN","TEACHER","SRY_30_39","PC","A","2011",27.932,
"HUN","TEACHER","SRY_30_39","PC","A","2012",27.508,
"HUN","TEACHER","SRY_30_39","PC","A","2013",26.988,
"HUN","TEACHER","SRY_30_39","PC","A","2014",26.689,
"HUN","TEACHER","SRY_30_39","PC","A","2015",25.426,
"HUN","TEACHER","SRY_30_39","PC","A","2016",24.066,
"HUN","TEACHER","SRY_30_39","PC","A","2017",22.133,
"ISL","TEACHER","PRY_30_39","PC","A","2005",,"M"
"ISL","TEACHER","PRY_30_39","PC","A","2010",,"M"
"ISL","TEACHER","PRY_30_39","PC","A","2011",,"M"
"ISL","TEACHER","PRY_30_39","PC","A","2012",,"M"
"ISL","TEACHER","PRY_30_39","PC","A","2013",27.857,
"ISL","TEACHER","PRY_30_39","PC","A","2014",,"M"
"ISL","TEACHER","PRY_30_39","PC","A","2015",26.209,
"ISL","TEACHER","PRY_30_39","PC","A","2016",26.128,
"ISL","TEACHER","PRY_30_39","PC","A","2017",25.869,
"ISL","TEACHER","PRY_40_49","PC","A","2005",,"M"
"ISL","TEACHER","PRY_40_49","PC","A","2010",,"M"
"ISL","TEACHER","PRY_40_49","PC","A","2011",,"M"
"ISL","TEACHER","PRY_40_49","PC","A","2012",,"M"
"ISL","TEACHER","PRY_40_49","PC","A","2013",29.723,
"ISL","TEACHER","PRY_40_49","PC","A","2014",,"M"
"ISL","TEACHER","PRY_40_49","PC","A","2015",30.677,
"ISL","TEACHER","PRY_40_49","PC","A","2016",30.02,
"ISL","TEACHER","PRY_40_49","PC","A","2017",30.354,
"ISL","TEACHER","SRY_30_39","PC","A","2005",,"M"
"ISL","TEACHER","SRY_30_39","PC","A","2010",,"M"
"ISL","TEACHER","SRY_30_39","PC","A","2011",,"M"
"ISL","TEACHER","SRY_30_39","PC","A","2012",,"M"
"ISL","TEACHER","SRY_30_39","PC","A","2013",,"M"
"ISL","TEACHER","SRY_30_39","PC","A","2014",,"M"
"ISL","TEACHER","SRY_30_39","PC","A","2015",,"M"
"ISL","TEACHER","SRY_30_39","PC","A","2016",,"M"
"ISL","TEACHER","SRY_30_39","PC","A","2017",,"M"
"IRL","TEACHER","PRY_30_39","PC","A","2005",20.342,
"IRL","TEACHER","PRY_30_39","PC","A","2010",31.065,
"IRL","TEACHER","PRY_30_39","PC","A","2011",34.345,
"IRL","TEACHER","PRY_30_39","PC","A","2012",34.32,
"IRL","TEACHER","PRY_30_39","PC","A","2013",42.193,
"IRL","TEACHER","PRY_30_39","PC","A","2014",42.229,
"IRL","TEACHER","PRY_30_39","PC","A","2015",42.234,
"IRL","TEACHER","PRY_30_39","PC","A","2016",46.26,
"IRL","TEACHER","PRY_30_39","PC","A","2017",45.451,
"IRL","TEACHER","PRY_40_49","PC","A","2005",26.617,
"IRL","TEACHER","PRY_40_49","PC","A","2010",19.553,
"IRL","TEACHER","PRY_40_49","PC","A","2011",18.433,
"IRL","TEACHER","PRY_40_49","PC","A","2012",18.448,
"IRL","TEACHER","PRY_40_49","PC","A","2013",17.15,
"IRL","TEACHER","PRY_40_49","PC","A","2014",17.156,
"IRL","TEACHER","PRY_40_49","PC","A","2015",17.154,
"IRL","TEACHER","PRY_40_49","PC","A","2016",20.323,
"IRL","TEACHER","PRY_40_49","PC","A","2017",21.001,
"IRL","TEACHER","SRY_30_39","PC","A","2005",25.243,
"IRL","TEACHER","SRY_30_39","PC","A","2010",32.694,
"IRL","TEACHER","SRY_30_39","PC","A","2011",33.38,
"IRL","TEACHER","SRY_30_39","PC","A","2012",36.329,
"IRL","TEACHER","SRY_30_39","PC","A","2013",35.79,
"IRL","TEACHER","SRY_30_39","PC","A","2014",35.789,
"IRL","TEACHER","SRY_30_39","PC","A","2015",35.788,
"IRL","TEACHER","SRY_30_39","PC","A","2016",34.685,
"IRL","TEACHER","SRY_30_39","PC","A","2017",33.498,
"ITA","TEACHER","PRY_30_39","PC","A","2005",16.415,
"ITA","TEACHER","PRY_30_39","PC","A","2010",16.558,
"ITA","TEACHER","PRY_30_39","PC","A","2011",14.45,
"ITA","TEACHER","PRY_30_39","PC","A","2012",11.568,
"ITA","TEACHER","PRY_30_39","PC","A","2013",8.623,
"ITA","TEACHER","PRY_30_39","PC","A","2014",9.049,
"ITA","TEACHER","PRY_30_39","PC","A","2015",8.19,
"ITA","TEACHER","PRY_30_39","PC","A","2016",11.138,
"ITA","TEACHER","PRY_30_39","PC","A","2017",10.98,
"ITA","TEACHER","PRY_40_49","PC","A","2005",36.093,
"ITA","TEACHER","PRY_40_49","PC","A","2010",37.886,
"ITA","TEACHER","PRY_40_49","PC","A","2011",37.673,
"ITA","TEACHER","PRY_40_49","PC","A","2012",36.2,
"ITA","TEACHER","PRY_40_49","PC","A","2013",34.736,
"ITA","TEACHER","PRY_40_49","PC","A","2014",32.529,
"ITA","TEACHER","PRY_40_49","PC","A","2015",31.31,
"ITA","TEACHER","PRY_40_49","PC","A","2016",33.395,
"ITA","TEACHER","PRY_40_49","PC","A","2017",31.969,
"ITA","TEACHER","SRY_30_39","PC","A","2005",5.756,
"ITA","TEACHER","SRY_30_39","PC","A","2010",9.476,
"ITA","TEACHER","SRY_30_39","PC","A","2011",8.322,
"ITA","TEACHER","SRY_30_39","PC","A","2012",9.975,
"ITA","TEACHER","SRY_30_39","PC","A","2013",5.439,
"ITA","TEACHER","SRY_30_39","PC","A","2014",8.546,
"ITA","TEACHER","SRY_30_39","PC","A","2015",8.355,
"ITA","TEACHER","SRY_30_39","PC","A","2016",11.258,
"ITA","TEACHER","SRY_30_39","PC","A","2017",11.533,
"JPN","TEACHER","PRY_30_39","PC","A","2005",26.401,
"JPN","TEACHER","PRY_30_39","PC","A","2010",23.433,
"JPN","TEACHER","PRY_30_39","PC","A","2011",23.352,
"JPN","TEACHER","PRY_30_39","PC","A","2012",23.352,
"JPN","TEACHER","PRY_30_39","PC","A","2013",23.352,
"JPN","TEACHER","PRY_30_39","PC","A","2014",24.747,
"JPN","TEACHER","PRY_30_39","PC","A","2015",24.747,
"JPN","TEACHER","PRY_30_39","PC","A","2016",24.747,
"JPN","TEACHER","PRY_30_39","PC","A","2017",27.017,
"JPN","TEACHER","PRY_40_49","PC","A","2005",40.774,
"JPN","TEACHER","PRY_40_49","PC","A","2010",35.059,
"JPN","TEACHER","PRY_40_49","PC","A","2011",29.981,
"JPN","TEACHER","PRY_40_49","PC","A","2012",29.981,
"JPN","TEACHER","PRY_40_49","PC","A","2013",29.981,
"JPN","TEACHER","PRY_40_49","PC","A","2014",26.928,
"JPN","TEACHER","PRY_40_49","PC","A","2015",26.928,
"JPN","TEACHER","PRY_40_49","PC","A","2016",26.928,
"JPN","TEACHER","PRY_40_49","PC","A","2017",24.374,
"JPN","TEACHER","SRY_30_39","PC","A","2005",28.137,
"JPN","TEACHER","SRY_30_39","PC","A","2010",25.451,
"JPN","TEACHER","SRY_30_39","PC","A","2011",24.499,
"JPN","TEACHER","SRY_30_39","PC","A","2012",24.499,
"JPN","TEACHER","SRY_30_39","PC","A","2013",24.499,
"JPN","TEACHER","SRY_30_39","PC","A","2014",23.53,
"JPN","TEACHER","SRY_30_39","PC","A","2015",23.53,
"JPN","TEACHER","SRY_30_39","PC","A","2016",23.53,
"JPN","TEACHER","SRY_30_39","PC","A","2017",23.487,
"KOR","TEACHER","PRY_30_39","PC","A","2005",30.348,
"KOR","TEACHER","PRY_30_39","PC","A","2010",36.222,
"KOR","TEACHER","PRY_30_39","PC","A","2011",36.745,
"KOR","TEACHER","PRY_30_39","PC","A","2012",37.727,
"KOR","TEACHER","PRY_30_39","PC","A","2013",38.523,
"KOR","TEACHER","PRY_30_39","PC","A","2014",38.896,
"KOR","TEACHER","PRY_30_39","PC","A","2015",39.101,
"KOR","TEACHER","PRY_30_39","PC","A","2016",38.503,
"KOR","TEACHER","PRY_30_39","PC","A","2017",37.65,
"KOR","TEACHER","PRY_40_49","PC","A","2005",23.94,
"KOR","TEACHER","PRY_40_49","PC","A","2010",25.287,
"KOR","TEACHER","PRY_40_49","PC","A","2011",24.678,
"KOR","TEACHER","PRY_40_49","PC","A","2012",24.456,
"KOR","TEACHER","PRY_40_49","PC","A","2013",24.476,
"KOR","TEACHER","PRY_40_49","PC","A","2014",25.029,
"KOR","TEACHER","PRY_40_49","PC","A","2015",25.998,
"KOR","TEACHER","PRY_40_49","PC","A","2016",27.499,
"KOR","TEACHER","PRY_40_49","PC","A","2017",29.398,
"KOR","TEACHER","SRY_30_39","PC","A","2005",29.711,
"KOR","TEACHER","SRY_30_39","PC","A","2010",29.624,
"KOR","TEACHER","SRY_30_39","PC","A","2011",31.055,
"KOR","TEACHER","SRY_30_39","PC","A","2012",31.719,
"KOR","TEACHER","SRY_30_39","PC","A","2013",32.127,
"KOR","TEACHER","SRY_30_39","PC","A","2014",32.095,
"KOR","TEACHER","SRY_30_39","PC","A","2015",32.547,
"KOR","TEACHER","SRY_30_39","PC","A","2016",32.533,
"KOR","TEACHER","SRY_30_39","PC","A","2017",32.113,
"LUX","TEACHER","PRY_30_39","PC","A","2005",24.329,
"LUX","TEACHER","PRY_30_39","PC","A","2010",32.25,
"LUX","TEACHER","PRY_30_39","PC","A","2011",38.355,
"LUX","TEACHER","PRY_30_39","PC","A","2012",32.072,
"LUX","TEACHER","PRY_30_39","PC","A","2013",33.118,
"LUX","TEACHER","PRY_30_39","PC","A","2014",33.725,
